DC Bias Voltage (mV), DC Tunneling Current (mA)
-6.245481, -0.420367
-6.242903, -0.420270
-6.240970, -0.420173
-6.239359, -0.420061
-6.235815, -0.419980
-6.234204, -0.419851
-6.232271, -0.419738
-6.229694, -0.419610
-6.227761, -0.419497
-6.225183, -0.419336
-6.222928, -0.419239
-6.220995, -0.419159
-6.218740, -0.419030
-6.215840, -0.418885
-6.214229, -0.418756
-6.211652, -0.418627
-6.209396, -0.418498
-6.207463, -0.418369
-6.205208, -0.418273
-6.202630, -0.418111
-6.200697, -0.417999
-6.198442, -0.417838
-6.195542, -0.417709
-6.194254, -0.417612
-6.191676, -0.417451
-6.189743, -0.417322
-6.187166, -0.417225
-6.184588, -0.417080
-6.182977, -0.416952
-6.180722, -0.416839
-6.178789, -0.416678
-6.176211, -0.416549
-6.173634, -0.416436
-6.171701, -0.416291
-6.169446, -0.416178
-6.167513, -0.416017
-6.164613, -0.415888
-6.162680, -0.415776
-6.160425, -0.415647
-6.158491, -0.415518
-6.155914, -0.415357
-6.153981, -0.415228
-6.151403, -0.415115
-6.149148, -0.415002
-6.147215, -0.414890
-6.144960, -0.414696
-6.142704, -0.414632
-6.140449, -0.414503
-6.137872, -0.414342
-6.135294, -0.414229
-6.133683, -0.414100
-6.131428, -0.413923
-6.129173, -0.413859
-6.126918, -0.413681
-6.124662, -0.413585
-6.122407, -0.413472
-6.120474, -0.413311
-6.117896, -0.413198
-6.115641, -0.413053
-6.113064, -0.412908
-6.111453, -0.412795
-6.108875, -0.412650
-6.106942, -0.412505
-6.104365, -0.412393
-6.102432, -0.412248
-6.100821, -0.412119
-6.097921, -0.412006
-6.095988, -0.411861
-6.093411, -0.411732
-6.091800, -0.411555
-6.088900, -0.411458
-6.086645, -0.411313
-6.084712, -0.411201
-6.082456, -0.411072
-6.080201, -0.410911
-6.077624, -0.410814
-6.075368, -0.410669
-6.073757, -0.410540
-6.070858, -0.410379
-6.068925, -0.410266
-6.066992, -0.410105
-6.064414, -0.410008
-6.062159, -0.409896
-6.060226, -0.409735
-6.057971, -0.409574
-6.055071, -0.409461
-6.053460, -0.409316
-6.051527, -0.409187
-6.048305, -0.409042
-6.046372, -0.408913
-6.044439, -0.408784
-6.042184, -0.408655
-6.040250, -0.408494
-6.037995, -0.408365
-6.035096, -0.408204
-6.033162, -0.408091
-6.031229, -0.407963
-6.029296, -0.407850
-6.026397, -0.407705
-6.024786, -0.407560
-6.021886, -0.407399
-6.019953, -0.407286
-6.018020, -0.407157
-6.015120, -0.407028
-6.013509, -0.406851
-6.010610, -0.406754
-6.008677, -0.406593
-6.006099, -0.406432
-6.004488, -0.406303
-6.001911, -0.406158
-5.999656, -0.406013
-5.997722, -0.405868
-5.995467, -0.405740
-5.993212, -0.405595
-5.990957, -0.405433
-5.989346, -0.405256
-5.986124, -0.405143
-5.984513, -0.405015
-5.981935, -0.404837
-5.980002, -0.404709
-5.977747, -0.404580
-5.975170, -0.404419
-5.972914, -0.404290
-5.970337, -0.404161
-5.968726, -0.404016
-5.966471, -0.403887
-5.963893, -0.403678
-5.961316, -0.403581
-5.960027, -0.403420
-5.957450, -0.403259
-5.956161, -0.403130
-5.952617, -0.402985
-5.951328, -0.402840
-5.949073, -0.402743
-5.946173, -0.402550
-5.943918, -0.402453
-5.941663, -0.402276
-5.939407, -0.402099
-5.937152, -0.401970
-5.934897, -0.401841
-5.933286, -0.401664
-5.930064, -0.401551
-5.929098, -0.401422
-5.926198, -0.401261
-5.923621, -0.401100
-5.922010, -0.400955
-5.919754, -0.400842
-5.917177, -0.400681
-5.914599, -0.400488
-5.912344, -0.400391
-5.910733, -0.400214
-5.908478, -0.400085
-5.906545, -0.399924
-5.903967, -0.399795
-5.901390, -0.399634
-5.898812, -0.399489
-5.896879, -0.399392
-5.895268, -0.399199
-5.893335, -0.399038
-5.890436, -0.398893
-5.888825, -0.398748
-5.885925, -0.398587
-5.883670, -0.398442
-5.881415, -0.398281
-5.878837, -0.398136
-5.877226, -0.398007
-5.874971, -0.397814
-5.872716, -0.397701
-5.870783, -0.397572
-5.868527, -0.397379
-5.866272, -0.397282
-5.864017, -0.397137
-5.861439, -0.396960
-5.859506, -0.396783
-5.856607, -0.396670
-5.854674, -0.396525
-5.852096, -0.396380
-5.850807, -0.396219
-5.847908, -0.396090
-5.846619, -0.395929
-5.843075, -0.395784
-5.841786, -0.395623
-5.838564, -0.395494
-5.836954, -0.395349
-5.835343, -0.395188
-5.832443, -0.395011
-5.830832, -0.394882
-5.827288, -0.394753
-5.825999, -0.394560
-5.823744, -0.394415
-5.821167, -0.394254
-5.818589, -0.394125
-5.816656, -0.393980
-5.814401, -0.393803
-5.812790, -0.393641
-5.809890, -0.393529
-5.807635, -0.393352
-5.806346, -0.393255
-5.803769, -0.393078
-5.801191, -0.392917
-5.798936, -0.392755
-5.797003, -0.392643
-5.794425, -0.392466
-5.792492, -0.392353
-5.789593, -0.392192
-5.788304, -0.392031
-5.785727, -0.391837
-5.783149, -0.391757
-5.780894, -0.391563
-5.778639, -0.391386
-5.776383, -0.391273
-5.774772, -0.391080
-5.772195, -0.390935
-5.769617, -0.390790
-5.768329, -0.390661
-5.765429, -0.390468
-5.763818, -0.390339
-5.760596, -0.390178
-5.758663, -0.390033
-5.756408, -0.389888
-5.754153, -0.389743
-5.752220, -0.389598
-5.749964, -0.389437
-5.747387, -0.389292
-5.745454, -0.389131
-5.742876, -0.388986
-5.741588, -0.388825
-5.739010, -0.388696
-5.736433, -0.388551
-5.733855, -0.388390
-5.732244, -0.388245
-5.729989, -0.388068
-5.728056, -0.387939
-5.725156, -0.387713
-5.722901, -0.387601
-5.720968, -0.387439
-5.718068, -0.387294
-5.716135, -0.387133
-5.714202, -0.386988
-5.711947, -0.386860
-5.710014, -0.386698
-5.707436, -0.386505
-5.704859, -0.386360
-5.702604, -0.386215
-5.700671, -0.386054
-5.698415, -0.385925
-5.696482, -0.385764
-5.694227, -0.385571
-5.691649, -0.385442
-5.689394, -0.385249
-5.687461, -0.385104
-5.685528, -0.384959
-5.682951, -0.384814
-5.680373, -0.384653
-5.678440, -0.384524
-5.676185, -0.384330
-5.673929, -0.384250
-5.671996, -0.384057
-5.669097, -0.383879
-5.667164, -0.383734
-5.665875, -0.383605
-5.662975, -0.383444
-5.660720, -0.383251
-5.658787, -0.383106
-5.656209, -0.382993
-5.653954, -0.382832
-5.651377, -0.382687
-5.649444, -0.382526
-5.647511, -0.382349
-5.645255, -0.382204
-5.643000, -0.382027
-5.641067, -0.381882
-5.638489, -0.381753
-5.635590, -0.381576
-5.633979, -0.381463
-5.632368, -0.381253
-5.629146, -0.381141
-5.627535, -0.380964
-5.624636, -0.380819
-5.623025, -0.380641
-5.620125, -0.380512
-5.619159, -0.380335
-5.615615, -0.380190
-5.614648, -0.380013
-5.612071, -0.379836
-5.609493, -0.379707
-5.607560, -0.379562
-5.604983, -0.379385
-5.602727, -0.379256
-5.600472, -0.379079
-5.598861, -0.378966
-5.595961, -0.378773
-5.593706, -0.378628
-5.591773, -0.378467
-5.588873, -0.378289
-5.586618, -0.378177
-5.584685, -0.377999
-5.582430, -0.377838
-5.580175, -0.377693
-5.578241, -0.377532
-5.576631, -0.377387
-5.573409, -0.377242
-5.571476, -0.377097
-5.568898, -0.376936
-5.566965, -0.376807
-5.565354, -0.376646
-5.562455, -0.376453
-5.560521, -0.376308
-5.558588, -0.376131
-5.555689, -0.376018
-5.553433, -0.375841
-5.551823, -0.375696
-5.549245, -0.375519
-5.547312, -0.375341
-5.544735, -0.375180
-5.542479, -0.375051
-5.540546, -0.374858
-5.537969, -0.374697
-5.535713, -0.374568
-5.534103, -0.374423
-5.531525, -0.374262
-5.528625, -0.374101
-5.526692, -0.373956
-5.524437, -0.373827
-5.522504, -0.373666
-5.520893, -0.373521
-5.517349, -0.373344
-5.516060, -0.373215
-5.513161, -0.373022
-5.511228, -0.372877
-5.508972, -0.372748
-5.507039, -0.372571
-5.503817, -0.372410
-5.501884, -0.372248
-5.500273, -0.372136
-5.497374, -0.371975
-5.495441, -0.371781
-5.493508, -0.371652
-5.491252, -0.371475
-5.488997, -0.371314
-5.487064, -0.371169
-5.485131, -0.370976
-5.482231, -0.370847
-5.480620, -0.370686
-5.478043, -0.370541
-5.476110, -0.370364
-5.473855, -0.370219
-5.471277, -0.370025
-5.468377, -0.369880
-5.467089, -0.369735
-5.464511, -0.369558
-5.461934, -0.369445
-5.460323, -0.369268
-5.457745, -0.369123
-5.455168, -0.368930
-5.453235, -0.368769
-5.451624, -0.368608
-5.448724, -0.368431
-5.446469, -0.368318
-5.444214, -0.368157
-5.441959, -0.367963
-5.440025, -0.367835
-5.437448, -0.367706
-5.435515, -0.367528
-5.433260, -0.367351
-5.431004, -0.367222
-5.429071, -0.367013
-5.426494, -0.366868
-5.423916, -0.366723
-5.421983, -0.366594
-5.419728, -0.366417
-5.417795, -0.366224
-5.414573, -0.366095
-5.412962, -0.365966
-5.410707, -0.365789
-5.408452, -0.365628
-5.406519, -0.365499
-5.404585, -0.365370
-5.402330, -0.365193
-5.399431, -0.365015
-5.398142, -0.364854
-5.395887, -0.364693
-5.392987, -0.364516
-5.391054, -0.364371
-5.389121, -0.364210
-5.386221, -0.364049
-5.383966, -0.363920
-5.382355, -0.363759
-5.379777, -0.363549
-5.377844, -0.363437
-5.375911, -0.363243
-5.373012, -0.363098
-5.371079, -0.362921
-5.368179, -0.362808
-5.366568, -0.362631
-5.364635, -0.362470
-5.362057, -0.362309
-5.359158, -0.362164
-5.356903, -0.361987
-5.354969, -0.361842
-5.353036, -0.361632
-5.350459, -0.361520
-5.347881, -0.361343
-5.346593, -0.361165
-5.344015, -0.361020
-5.341760, -0.360843
-5.339505, -0.360714
-5.337249, -0.360601
-5.334994, -0.360424
-5.332739, -0.360279
-5.330806, -0.360118
-5.328228, -0.359941
-5.325651, -0.359844
-5.322751, -0.359603
-5.321140, -0.359409
-5.319530, -0.359281
-5.317274, -0.359103
-5.315019, -0.358991
-5.312764, -0.358829
-5.310186, -0.358701
-5.307931, -0.358523
-5.305998, -0.358346
-5.303743, -0.358250
-5.301165, -0.358056
-5.298910, -0.357943
-5.297621, -0.357750
-5.295044, -0.357573
-5.292466, -0.357444
-5.290855, -0.357251
-5.288922, -0.357074
-5.286989, -0.356912
-5.284412, -0.356784
-5.281512, -0.356639
-5.279257, -0.356461
-5.277646, -0.356284
-5.275391, -0.356171
-5.271847, -0.355962
-5.269591, -0.355849
-5.268303, -0.355720
-5.265403, -0.355511
-5.264114, -0.355382
-5.261537, -0.355221
-5.258637, -0.355044
-5.257348, -0.354915
-5.254771, -0.354770
-5.252516, -0.354577
-5.249938, -0.354432
-5.248005, -0.354271
-5.246072, -0.354093
-5.243495, -0.353981
-5.240917, -0.353836
-5.239306, -0.353642
-5.236729, -0.353481
-5.234796, -0.353336
-5.232218, -0.353175
-5.230285, -0.352998
-5.227708, -0.352853
-5.225775, -0.352692
-5.223197, -0.352515
-5.221264, -0.352354
-5.219009, -0.352209
-5.216754, -0.352064
-5.214498, -0.351854
-5.212243, -0.351725
-5.209666, -0.351548
-5.207733, -0.351403
-5.205799, -0.351210
-5.203544, -0.351097
-5.200967, -0.350920
-5.199356, -0.350775
-5.196456, -0.350614
-5.194201, -0.350453
-5.191946, -0.350276
-5.190335, -0.350098
-5.187757, -0.349937
-5.185502, -0.349792
-5.183247, -0.349631
-5.181314, -0.349470
-5.178736, -0.349277
-5.176803, -0.349116
-5.174226, -0.348955
-5.172615, -0.348761
-5.170037, -0.348665
-5.167782, -0.348487
-5.165527, -0.348359
-5.162949, -0.348149
-5.160694, -0.347988
-5.158761, -0.347811
-5.156183, -0.347666
-5.153928, -0.347521
-5.152317, -0.347344
-5.149740, -0.347199
-5.147485, -0.347054
-5.144907, -0.346860
-5.143618, -0.346683
-5.141363, -0.346538
-5.139108, -0.346377
-5.136208, -0.346264
-5.133953, -0.346055
-5.132020, -0.345910
-5.130087, -0.345749
-5.127509, -0.345556
-5.125254, -0.345427
-5.123643, -0.345282
-5.121066, -0.345104
-5.118488, -0.344927
-5.116233, -0.344750
-5.114300, -0.344589
-5.111400, -0.344444
-5.109145, -0.344299
-5.107856, -0.344122
-5.105601, -0.343993
-5.103346, -0.343800
-5.100768, -0.343574
-5.098513, -0.343477
-5.095936, -0.343300
-5.094969, -0.343123
-5.092069, -0.342994
-5.090136, -0.342833
-5.087559, -0.342624
-5.084981, -0.342479
-5.083048, -0.342334
-5.080471, -0.342189
-5.078860, -0.342028
-5.076282, -0.341834
-5.074349, -0.341689
-5.071450, -0.341528
-5.069194, -0.341335
-5.067584, -0.341190
-5.065006, -0.341061
-5.063395, -0.340884
-5.060496, -0.340723
-5.058563, -0.340578
-5.055985, -0.340433
-5.054052, -0.340207
-5.051475, -0.340095
-5.049541, -0.339901
-5.047286, -0.339788
-5.045031, -0.339611
-5.042776, -0.339434
-5.040843, -0.339241
-5.037943, -0.339128
-5.036010, -0.338983
-5.033755, -0.338806
-5.031499, -0.338645
-5.029566, -0.338467
-5.026989, -0.338339
-5.024089, -0.338178
-5.022800, -0.338000
-5.021189, -0.337855
-5.017968, -0.337662
-5.016035, -0.337517
-5.014101, -0.337340
-5.010880, -0.337147
-5.009591, -0.337018
-5.007013, -0.336840
-5.005080, -0.336679
-5.003147, -0.336518
-5.000248, -0.336341
-4.997670, -0.336196
-4.996059, -0.336035
-4.993482, -0.335842
-4.991227, -0.335729
-4.989294, -0.335568
-4.987360, -0.335391
-4.984783, -0.335246
-4.982528, -0.335068
-4.979950, -0.334940
-4.978017, -0.334779
-4.975440, -0.334585
-4.973507, -0.334440
-4.970607, -0.334311
-4.969640, -0.334086
-4.967385, -0.333973
-4.964163, -0.333780
-4.962230, -0.333683
-4.960619, -0.333490
-4.958042, -0.333313
-4.955464, -0.333168
-4.953854, -0.333023
-4.951598, -0.332845
-4.949021, -0.332684
-4.946766, -0.332507
-4.944510, -0.332330
-4.942577, -0.332120
-4.940000, -0.331992
-4.938389, -0.331879
-4.936134, -0.331702
-4.933878, -0.331557
-4.931301, -0.331396
-4.929046, -0.331218
-4.926468, -0.331041
-4.924535, -0.330896
-4.922280, -0.330735
-4.919702, -0.330558
-4.917769, -0.330381
-4.915192, -0.330204
-4.913259, -0.330107
-4.911326, -0.329930
-4.909070, -0.329769
-4.907137, -0.329559
-4.904238, -0.329382
-4.902305, -0.329285
-4.899727, -0.329092
-4.898116, -0.328899
-4.895539, -0.328786
-4.893283, -0.328593
-4.891673, -0.328415
-4.889417, -0.328287
-4.886840, -0.328093
-4.884907, -0.327948
-4.882329, -0.327819
-4.880074, -0.327674
-4.877819, -0.327449
-4.875241, -0.327272
-4.873308, -0.327111
-4.870731, -0.326966
-4.868476, -0.326804
-4.866542, -0.326611
-4.863965, -0.326498
-4.862354, -0.326305
-4.860421, -0.326128
-4.857199, -0.325983
-4.854944, -0.325870
-4.853655, -0.325661
-4.851078, -0.325516
-4.848500, -0.325355
-4.846245, -0.325177
-4.844312, -0.325032
-4.842379, -0.324871
-4.839157, -0.324710
-4.837546, -0.324549
-4.834647, -0.324388
-4.833036, -0.324211
-4.830780, -0.324034
-4.828203, -0.323873
-4.826592, -0.323760
-4.824659, -0.323567
-4.822404, -0.323389
-4.819826, -0.323244
-4.817571, -0.323083
-4.815638, -0.322906
-4.812738, -0.322713
-4.810805, -0.322568
-4.808872, -0.322407
-4.805650, -0.322229
-4.804684, -0.322084
-4.801784, -0.321940
-4.799851, -0.321762
-4.797596, -0.321601
-4.795340, -0.321456
-4.793085, -0.321311
-4.790508, -0.321134
-4.789219, -0.320973
-4.786319, -0.320796
-4.784386, -0.320651
-4.781809, -0.320474
-4.779876, -0.320312
-4.777298, -0.320151
-4.774399, -0.319990
-4.772788, -0.319845
-4.771177, -0.319636
-4.768277, -0.319507
-4.765700, -0.319346
-4.763444, -0.319169
-4.761834, -0.319040
-4.759578, -0.318863
-4.757323, -0.318718
-4.755068, -0.318557
-4.752813, -0.318396
-4.749913, -0.318202
-4.747980, -0.318041
-4.746691, -0.317864
-4.743469, -0.317719
-4.741536, -0.317590
-4.739603, -0.317397
-4.736703, -0.317220
-4.734770, -0.317075
-4.732515, -0.316865
-4.729615, -0.316704
-4.728005, -0.316591
-4.726394, -0.316414
-4.724138, -0.316237
-4.721561, -0.316044
-4.719628, -0.315931
-4.717050, -0.315770
-4.714473, -0.315609
-4.712540, -0.315431
-4.710607, -0.315286
-4.708674, -0.315109
-4.705774, -0.314964
-4.703519, -0.314803
-4.701264, -0.314610
-4.699330, -0.314497
-4.696753, -0.314272
-4.694176, -0.314159
-4.692242, -0.313998
-4.689987, -0.313837
-4.687732, -0.313643
-4.685477, -0.313482
-4.684188, -0.313321
-4.681288, -0.313160
-4.679033, -0.312999
-4.676456, -0.312838
-4.674845, -0.312725
-4.671945, -0.312548
-4.670334, -0.312387
-4.667435, -0.312193
-4.665179, -0.312032
-4.663568, -0.311871
-4.660991, -0.311710
-4.659058, -0.311517
-4.656803, -0.311372
-4.654547, -0.311195
-4.652614, -0.311018
-4.650359, -0.310824
-4.647781, -0.310663
-4.645526, -0.310550
-4.643593, -0.310341
-4.641338, -0.310212
-4.639083, -0.310035
-4.636505, -0.309890
-4.634572, -0.309745
-4.632317, -0.309568
-4.629417, -0.309391
-4.628451, -0.309246
-4.625873, -0.309068
-4.623618, -0.308923
-4.621685, -0.308746
-4.618785, -0.308585
-4.616530, -0.308408
-4.614275, -0.308231
-4.612019, -0.308070
-4.609764, -0.307925
-4.607831, -0.307731
-4.605898, -0.307618
-4.602998, -0.307457
-4.601065, -0.307264
-4.599132, -0.307119
-4.596555, -0.306958
-4.593977, -0.306781
-4.592044, -0.306604
-4.589467, -0.306459
-4.587534, -0.306314
-4.585601, -0.306136
-4.583023, -0.305975
-4.581412, -0.305814
-4.579157, -0.305637
-4.576579, -0.305460
-4.574324, -0.305315
-4.572069, -0.305122
-4.569814, -0.305009
-4.567236, -0.304832
-4.564981, -0.304638
-4.563048, -0.304526
-4.560470, -0.304332
-4.558859, -0.304171
-4.556282, -0.304010
-4.554027, -0.303833
-4.552416, -0.303672
-4.549838, -0.303511
-4.547261, -0.303350
-4.545972, -0.303156
-4.543395, -0.302995
-4.540817, -0.302850
-4.538884, -0.302689
-4.536629, -0.302512
-4.534052, -0.302367
-4.531796, -0.302174
-4.529541, -0.302045
-4.527608, -0.301868
-4.525353, -0.301706
-4.523420, -0.301545
-4.520520, -0.301384
-4.518265, -0.301223
-4.516332, -0.301078
-4.513754, -0.300901
-4.511821, -0.300724
-4.509566, -0.300595
-4.507633, -0.300434
-4.505055, -0.300241
-4.503122, -0.300112
-4.500867, -0.299934
-4.498289, -0.299725
-4.496356, -0.299564
-4.493779, -0.299435
-4.491846, -0.299274
-4.489268, -0.299113
-4.487980, -0.298920
-4.485080, -0.298807
-4.483147, -0.298646
-4.480892, -0.298452
-4.478314, -0.298259
-4.475737, -0.298114
-4.474770, -0.297969
-4.471548, -0.297792
-4.469938, -0.297631
-4.467360, -0.297454
-4.465105, -0.297325
-4.463816, -0.297148
-4.460594, -0.297003
-4.458661, -0.296841
-4.456084, -0.296664
-4.454151, -0.296471
-4.451573, -0.296342
-4.449318, -0.296181
-4.447385, -0.295988
-4.444807, -0.295843
-4.442552, -0.295666
-4.440619, -0.295504
-4.438686, -0.295376
-4.435786, -0.295198
-4.434498, -0.295037
-4.431276, -0.294860
-4.429665, -0.294699
-4.427087, -0.294490
-4.424832, -0.294328
-4.422255, -0.294151
-4.420322, -0.294006
-4.417744, -0.293877
-4.416133, -0.293684
-4.413556, -0.293523
-4.410978, -0.293346
-4.408723, -0.293169
-4.407112, -0.293056
-4.404535, -0.292879
-4.402924, -0.292669
-4.400346, -0.292476
-4.397769, -0.292347
-4.396158, -0.292154
-4.393903, -0.292009
-4.390681, -0.291832
-4.389070, -0.291670
-4.387459, -0.291509
-4.384560, -0.291300
-4.382627, -0.291107
-4.380693, -0.290929
-4.377472, -0.290752
-4.375539, -0.290575
-4.373283, -0.290430
-4.371672, -0.290205
-4.368773, -0.290060
-4.366840, -0.289866
-4.364584, -0.289721
-4.362973, -0.289512
-4.360074, -0.289335
-4.357819, -0.289157
-4.355886, -0.289012
-4.353308, -0.288819
-4.351375, -0.288594
-4.348475, -0.288481
-4.346542, -0.288255
-4.344287, -0.288094
-4.342354, -0.287901
-4.339776, -0.287724
-4.337843, -0.287563
-4.335266, -0.287402
-4.333011, -0.287208
-4.331078, -0.287015
-4.329145, -0.286854
-4.327211, -0.286661
-4.324312, -0.286467
-4.322379, -0.286274
-4.320446, -0.286113
-4.318190, -0.285920
-4.315291, -0.285742
-4.313358, -0.285565
-4.310780, -0.285372
-4.309169, -0.285179
-4.306270, -0.285017
-4.303692, -0.284856
-4.302726, -0.284647
-4.299826, -0.284486
-4.297893, -0.284260
-4.295960, -0.284099
-4.293060, -0.283922
-4.290805, -0.283745
-4.288872, -0.283535
-4.286617, -0.283390
-4.284684, -0.283165
-4.281784, -0.282988
-4.279851, -0.282810
-4.277273, -0.282649
-4.275340, -0.282472
-4.273085, -0.282295
-4.270508, -0.282134
-4.268252, -0.281924
-4.265997, -0.281747
-4.264064, -0.281618
-4.262453, -0.281425
-4.259553, -0.281216
-4.257943, -0.281087
-4.255687, -0.280845
-4.253110, -0.280700
-4.250855, -0.280539
-4.248921, -0.280362
-4.246344, -0.280201
-4.243767, -0.279991
-4.241833, -0.279846
-4.239578, -0.279701
-4.237645, -0.279460
-4.235068, -0.279299
-4.232490, -0.279138
-4.230879, -0.278977
-4.228624, -0.278783
-4.226369, -0.278606
-4.223791, -0.278429
-4.221858, -0.278252
-4.219281, -0.278091
-4.217348, -0.277913
-4.215415, -0.277720
-4.212837, -0.277591
-4.210904, -0.277398
-4.208327, -0.277188
-4.205749, -0.277060
-4.204461, -0.276866
-4.201883, -0.276689
-4.199950, -0.276512
-4.197695, -0.276383
-4.194795, -0.276222
-4.192540, -0.276077
-4.190607, -0.275884
-4.188351, -0.275706
-4.185774, -0.275529
-4.183519, -0.275400
-4.181908, -0.275191
-4.179653, -0.275078
-4.176753, -0.274901
-4.175142, -0.274691
-4.172887, -0.274498
-4.169987, -0.274369
-4.168054, -0.274224
-4.165799, -0.274031
-4.163544, -0.273886
-4.161610, -0.273677
-4.159677, -0.273564
-4.156778, -0.273371
-4.154845, -0.273226
-4.152912, -0.273048
-4.151301, -0.272903
-4.148401, -0.272726
-4.145824, -0.272549
-4.143568, -0.272372
-4.141313, -0.272211
-4.139702, -0.272066
-4.137125, -0.271840
-4.134869, -0.271711
-4.131970, -0.271534
-4.130037, -0.271389
-4.127782, -0.271228
-4.125526, -0.271051
-4.123915, -0.270890
-4.121982, -0.270729
-4.119727, -0.270551
-4.116827, -0.270358
-4.114572, -0.270197
-4.112317, -0.270084
-4.110062, -0.269859
-4.108451, -0.269698
-4.105551, -0.269537
-4.103940, -0.269392
-4.101363, -0.269214
-4.098785, -0.269053
-4.096530, -0.268860
-4.094919, -0.268699
-4.092664, -0.268538
-4.090731, -0.268361
-4.088153, -0.268232
-4.085898, -0.268055
-4.083643, -0.267861
-4.081065, -0.267700
-4.079132, -0.267587
-4.076877, -0.267378
-4.074944, -0.267217
-4.072366, -0.267040
-4.070111, -0.266895
-4.067856, -0.266717
-4.065601, -0.266573
-4.063345, -0.266428
-4.060768, -0.266202
-4.058835, -0.266025
-4.056580, -0.265880
-4.054969, -0.265719
-4.052069, -0.265606
-4.049814, -0.265429
-4.047881, -0.265268
-4.044981, -0.265058
-4.043048, -0.264913
-4.040793, -0.264736
-4.038860, -0.264591
-4.036927, -0.264414
-4.034027, -0.264221
-4.031772, -0.264076
-4.030161, -0.263898
-4.027583, -0.263770
-4.025650, -0.263592
-4.023073, -0.263447
-4.021462, -0.263222
-4.018562, -0.263061
-4.016307, -0.262932
-4.013730, -0.262787
-4.011796, -0.262626
-4.010508, -0.262449
-4.007930, -0.262287
-4.005031, -0.262110
-4.003420, -0.261917
-4.001164, -0.261788
-3.998587, -0.261611
-3.996654, -0.261450
-3.994399, -0.261321
-3.992143, -0.261112
-3.989888, -0.260918
-3.988277, -0.260789
-3.985700, -0.260596
-3.983122, -0.260451
-3.980545, -0.260290
-3.978934, -0.260161
-3.976357, -0.259984
-3.973779, -0.259823
-3.972490, -0.259613
-3.969913, -0.259485
-3.966691, -0.259340
-3.965080, -0.259178
-3.963147, -0.259001
-3.961214, -0.258840
-3.958637, -0.258695
-3.956059, -0.258502
-3.954448, -0.258357
-3.952193, -0.258212
-3.949616, -0.258051
-3.946716, -0.257858
-3.944783, -0.257713
-3.943172, -0.257551
-3.940595, -0.257342
-3.938661, -0.257197
-3.936406, -0.257036
-3.933829, -0.256859
-3.932218, -0.256714
-3.928996, -0.256585
-3.927707, -0.256392
-3.925452, -0.256230
-3.923197, -0.256086
-3.920619, -0.255941
-3.918364, -0.255715
-3.916431, -0.255586
-3.913531, -0.255489
-3.911598, -0.255296
-3.909665, -0.255103
-3.907088, -0.254974
-3.905477, -0.254813
-3.902577, -0.254620
-3.899678, -0.254475
-3.899033, -0.254330
-3.896134, -0.254169
-3.893878, -0.254007
-3.891945, -0.253862
-3.888723, -0.253669
-3.887113, -0.253492
-3.884857, -0.253347
-3.882924, -0.253154
-3.880669, -0.252993
-3.878091, -0.252864
-3.875836, -0.252686
-3.874225, -0.252509
-3.871648, -0.252348
-3.869715, -0.252252
-3.867460, -0.252042
-3.865204, -0.251913
-3.862305, -0.251720
-3.860694, -0.251559
-3.857794, -0.251414
-3.855539, -0.251269
-3.853928, -0.251108
-3.851028, -0.250914
-3.849095, -0.250770
-3.847162, -0.250608
-3.844907, -0.250431
-3.842329, -0.250286
-3.840074, -0.250093
-3.838141, -0.249948
-3.835886, -0.249771
-3.834275, -0.249626
-3.831053, -0.249481
-3.829764, -0.249287
-3.827509, -0.249142
-3.823965, -0.248949
-3.822354, -0.248788
-3.820099, -0.248659
-3.818166, -0.248498
-3.815588, -0.248337
-3.813978, -0.248160
-3.811078, -0.247999
-3.808823, -0.247838
-3.806890, -0.247693
-3.804956, -0.247532
-3.802379, -0.247387
-3.799802, -0.247242
-3.798191, -0.247081
-3.795291, -0.246919
-3.793680, -0.246742
-3.791103, -0.246581
-3.788847, -0.246388
-3.786914, -0.246243
-3.784337, -0.246114
-3.782726, -0.245985
-3.780471, -0.245776
-3.778216, -0.245631
-3.775638, -0.245486
-3.773061, -0.245341
-3.771450, -0.245196
-3.769194, -0.245002
-3.766617, -0.244874
-3.764040, -0.244713
-3.762106, -0.244551
-3.760173, -0.244342
-3.757596, -0.244213
-3.755663, -0.244020
-3.753085, -0.243859
-3.751475, -0.243714
-3.749219, -0.243553
-3.746642, -0.243392
-3.744387, -0.243263
-3.742453, -0.243085
-3.739876, -0.242924
-3.737621, -0.242812
-3.734721, -0.242634
-3.733110, -0.242473
-3.731177, -0.242344
-3.728600, -0.242183
-3.726667, -0.242071
-3.724411, -0.241893
-3.722478, -0.241732
-3.720223, -0.241571
-3.717968, -0.241410
-3.715712, -0.241313
-3.712813, -0.241152
-3.710880, -0.240975
-3.708625, -0.240846
-3.706369, -0.240685
-3.704436, -0.240540
-3.702181, -0.240363
-3.699281, -0.240218
-3.697026, -0.240089
-3.695415, -0.239912
-3.693160, -0.239783
-3.690582, -0.239622
-3.688972, -0.239493
-3.686394, -0.239316
-3.684139, -0.239171
-3.682206, -0.239042
-3.679950, -0.238865
-3.677373, -0.238752
-3.675118, -0.238591
-3.672862, -0.238430
-3.671252, -0.238269
-3.668352, -0.238140
-3.666419, -0.237963
-3.663841, -0.237818
-3.662231, -0.237721
-3.659653, -0.237528
-3.658042, -0.237383
-3.655465, -0.237238
-3.653209, -0.237077
-3.650310, -0.236916
