DC Bias Voltage (mV), DC Tunneling Current (mA)
6.110214, 0.418487
6.112147, 0.418632
6.114403, 0.418761
6.116980, 0.418906
6.118913, 0.419051
6.120846, 0.419196
6.123424, 0.419309
6.125357, 0.419454
6.127612, 0.419615
6.130190, 0.419760
6.131801, 0.419889
6.134701, 0.419985
6.136311, 0.420179
6.139533, 0.420324
6.140822, 0.420469
6.143400, 0.420549
6.145011, 0.420710
6.147910, 0.420855
6.150166, 0.421016
6.151777, 0.421145
6.154354, 0.421290
6.156287, 0.421403
6.158865, 0.421564
6.161120, 0.421693
6.163053, 0.421822
6.165308, 0.421983
6.167886, 0.422096
6.170141, 0.422209
6.172719, 0.422386
6.174974, 0.422515
6.176907, 0.422627
6.179163, 0.422772
6.181418, 0.422885
6.183673, 0.423014
6.185284, 0.423191
6.188506, 0.423320
6.190117, 0.423465
6.192372, 0.423562
6.194306, 0.423691
6.197205, 0.423852
6.199461, 0.423981
6.201072, 0.424110
6.203649, 0.424222
6.205582, 0.424383
6.208160, 0.424512
6.210093, 0.424657
6.212348, 0.424802
6.214603, 0.424947
6.217181, 0.425076
6.219436, 0.425205
6.221369, 0.425334
6.223303, 0.425495
6.226202, 0.425608
6.227813, 0.425737
6.230713, 0.425882
6.232968, 0.426011
6.234901, 0.426139
6.237479, 0.426284
6.238445, 0.426429
6.241667, 0.426558
6.243601, 0.426639
6.245856, 0.426784
6.247789, 0.426913
6.250366, 0.427058
6.252622, 0.427187
6.254555, 0.427332
6.257132, 0.427460
6.258743, 0.427638
6.261643, 0.427718
6.263898, 0.427879
6.266154, 0.427976
6.268409, 0.428137
6.269698, 0.428266
6.272598, 0.428395
6.274853, 0.428508
6.277108, 0.428653
6.279364, 0.428814
6.281297, 0.428910
6.283552, 0.429055
6.286452, 0.429216
6.288385, 0.429345
6.290318, 0.429458
6.293218, 0.429635
6.294506, 0.429700
6.296762, 0.429861
6.299661, 0.429990
6.301272, 0.430086
6.303850, 0.430231
6.306427, 0.430344
6.308683, 0.430473
6.310616, 0.430602
6.313516, 0.430715
6.315449, 0.430876
6.317382, 0.430988
6.319637, 0.431133
6.322215, 0.431246
6.323826, 0.431359
6.326081, 0.431504
6.328659, 0.431633
6.330914, 0.431778
6.333169, 0.431891
6.334780, 0.432003
6.337358, 0.432132
6.339613, 0.432261
6.341546, 0.432406
6.343801, 0.432551
6.346379, 0.432696
6.348634, 0.432761
6.350890, 0.432889
6.353145, 0.433067
6.355400, 0.433163
6.357333, 0.433276
6.359911, 0.433421
6.361522, 0.433502
6.364422, 0.433647
6.366033, 0.433743
6.369254, 0.433888
6.370865, 0.434033
6.373443, 0.434146
6.375054, 0.434275
6.377954, 0.434420
6.379564, 0.434533
6.382142, 0.434661
6.384397, 0.434758
6.386330, 0.434903
6.388586, 0.435000
6.390519, 0.435096
6.393096, 0.435225
6.395674, 0.435322
6.397285, 0.435435
6.399218, 0.435564
6.402118, 0.435644
6.404051, 0.435757
6.406628, 0.435854
6.409206, 0.435918
6.410817, 0.435999
6.413072, 0.436079
6.415005, 0.436144
6.417261, 0.436256
6.419516, 0.436272
6.422416, 0.436401
6.424349, 0.436450
6.426926, 0.436530
6.429182, 0.436595
6.431115, 0.436643
6.433048, 0.436691
6.434981, 0.436772
6.437881, 0.436852
6.440458, 0.436901
6.442392, 0.436981
6.444647, 0.437046
6.446902, 0.437094
6.449480, 0.437191
6.451413, 0.437191
6.453668, 0.437271
6.455279, 0.437320
6.457857, 0.437352
6.460434, 0.437400
6.462689, 0.437513
6.464300, 0.437561
6.465911, 0.437626
6.469455, 0.437674
6.471066, 0.437771
6.473644, 0.437819
6.475577, 0.437883
6.478477, 0.437964
6.479766, 0.438061
6.482343, 0.438109
6.484598, 0.438190
6.487176, 0.438254
6.489109, 0.438351
6.491687, 0.438415
6.493620, 0.438528
6.495875, 0.438544
6.498453, 0.438641
6.500063, 0.438721
6.501997, 0.438769
6.504896, 0.438850
6.506829, 0.438947
6.509407, 0.439043
6.511340, 0.439108
6.513273, 0.439156
6.516173, 0.439237
6.518106, 0.439349
6.520361, 0.439414
6.522617, 0.439511
6.524550, 0.439559
6.527772, 0.439656
6.529383, 0.439768
6.531638, 0.439865
6.533571, 0.439962
6.535827, 0.440010
6.538726, 0.440090
6.540337, 0.440171
6.542593, 0.440284
6.544204, 0.440348
6.547103, 0.440461
6.549359, 0.440542
6.551292, 0.440606
6.553869, 0.440703
6.556125, 0.440799
6.558702, 0.440880
6.560635, 0.440944
6.562891, 0.441025
6.564502, 0.441089
6.567723, 0.441218
6.569979, 0.441283
6.571268, 0.441428
6.574167, 0.441460
6.576423, 0.441573
6.577711, 0.441669
6.580933, 0.441750
6.582866, 0.441846
6.585122, 0.441911
6.587055, 0.442040
6.589310, 0.442088
6.591565, 0.442185
6.594143, 0.442298
6.596076, 0.442378
6.598654, 0.442443
6.600909, 0.442523
6.603164, 0.442587
6.605420, 0.442700
6.607997, 0.442797
6.609608, 0.442894
6.611541, 0.442958
6.614119, 0.443055
6.616696, 0.443167
6.618629, 0.443200
6.620885, 0.443248
6.622818, 0.443345
6.625395, 0.443441
6.627006, 0.443522
6.629906, 0.443602
6.631517, 0.443651
6.634095, 0.443764
6.636994, 0.443860
6.638605, 0.443925
6.640216, 0.443973
6.643760, 0.444053
6.645049, 0.444150
6.647304, 0.444182
6.649560, 0.444263
6.652459, 0.444311
6.654070, 0.444343
6.656326, 0.444424
6.658259, 0.444472
6.660514, 0.444521
6.662770, 0.444585
6.665669, 0.444633
6.667602, 0.444633
6.669858, 0.444682
6.672113, 0.444698
6.674046, 0.444714
6.676302, 0.444827
6.678879, 0.444907
6.680168, 0.444923
6.683068, 0.445004
6.685323, 0.445068
6.687578, 0.445133
6.689834, 0.445197
6.692089, 0.445246
6.694344, 0.445278
6.696600, 0.445229
6.699177, 0.444907
6.701110, 0.444650
6.702721, 0.444553
6.705621, 0.444472
6.707554, 0.444456
6.710132, 0.444376
6.709487, 0.444392
6.707876, 0.444440
6.704654, 0.444505
6.703366, 0.444505
6.701110, 0.444633
6.699177, 0.444923
6.696922, 0.445117
6.694344, 0.445149
6.692733, 0.445165
6.690156, 0.445133
6.688223, 0.445068
6.686289, 0.445052
6.684678, 0.444940
6.681457, 0.444891
6.679846, 0.444859
6.676302, 0.444730
6.674046, 0.444682
6.672757, 0.444633
6.669858, 0.444569
6.668247, 0.444521
6.666314, 0.444456
6.664058, 0.444424
6.661159, 0.444327
6.659225, 0.444343
6.657292, 0.444263
6.654715, 0.444215
6.652782, 0.444182
6.650204, 0.444086
6.648271, 0.444053
6.646016, 0.443957
6.643438, 0.443925
6.641827, 0.443812
6.639250, 0.443780
6.637317, 0.443699
6.634095, 0.443602
6.632806, 0.443554
6.629906, 0.443474
6.628295, 0.443393
6.625073, 0.443312
6.623785, 0.443200
6.621851, 0.443119
6.619274, 0.443055
6.617341, 0.442990
6.614763, 0.442894
6.612186, 0.442781
6.610253, 0.442684
6.607997, 0.442636
6.605742, 0.442555
6.603809, 0.442475
6.601553, 0.442378
6.598976, 0.442314
6.597365, 0.442169
6.594465, 0.442120
6.592532, 0.442024
6.590277, 0.441943
6.587699, 0.441863
6.585766, 0.441782
6.583511, 0.441701
6.581578, 0.441621
6.578678, 0.441540
6.577711, 0.441444
6.574489, 0.441347
6.572556, 0.441250
6.570301, 0.441186
6.567723, 0.441057
6.565146, 0.440960
6.563857, 0.440896
6.560957, 0.440832
6.558702, 0.440703
6.557091, 0.440590
6.553869, 0.440542
6.552258, 0.440493
6.550003, 0.440364
6.547748, 0.440284
6.544848, 0.440219
6.543237, 0.440123
6.541304, 0.440026
6.538404, 0.439929
6.535827, 0.439881
6.534538, 0.439784
6.532605, 0.439672
6.529705, 0.439591
6.527772, 0.439527
6.525839, 0.439398
6.523261, 0.439285
6.521328, 0.439204
6.518428, 0.439140
6.516495, 0.439076
6.514240, 0.438963
6.511985, 0.438882
6.509729, 0.438786
6.507152, 0.438737
6.504896, 0.438641
6.502641, 0.438544
6.500708, 0.438512
6.499097, 0.438383
6.496519, 0.438286
6.494264, 0.438238
6.492009, 0.438190
6.489753, 0.438093
6.487176, 0.438012
6.485565, 0.437932
6.482665, 0.437851
6.480410, 0.437787
6.478477, 0.437722
6.476544, 0.437658
6.473322, 0.437561
6.471389, 0.437481
6.469778, 0.437400
6.467200, 0.437368
6.465267, 0.437271
6.463334, 0.437207
6.460756, 0.437158
6.458179, 0.437094
6.456568, 0.437030
6.454635, 0.436981
6.452057, 0.436885
6.449480, 0.436869
6.447224, 0.436788
6.445291, 0.436740
6.442392, 0.436675
6.439814, 0.436611
6.437881, 0.436595
6.436592, 0.436514
6.433692, 0.436450
6.431759, 0.436353
6.429826, 0.436321
6.427571, 0.436240
6.425315, 0.436144
6.422094, 0.436111
6.420483, 0.436031
6.418227, 0.435982
6.416294, 0.435886
6.413394, 0.435805
6.411783, 0.435773
6.409206, 0.435676
6.407273, 0.435596
6.405017, 0.435499
6.402440, 0.435419
6.400829, 0.435338
6.398574, 0.435258
6.395996, 0.435145
6.394063, 0.435048
6.391808, 0.434935
6.389875, 0.434839
6.386975, 0.434742
6.385042, 0.434613
6.382786, 0.434484
6.380531, 0.434371
6.377954, 0.434259
6.375698, 0.434146
6.373765, 0.434033
6.371510, 0.433888
6.369254, 0.433792
6.366677, 0.433679
6.365388, 0.433534
6.362811, 0.433421
6.359911, 0.433276
6.357978, 0.433147
6.355078, 0.433050
6.353467, 0.432938
6.351856, 0.432809
6.348634, 0.432680
6.346701, 0.432551
6.344124, 0.432422
6.342190, 0.432293
6.340257, 0.432148
6.337680, 0.432052
6.335747, 0.431923
6.333169, 0.431810
6.331558, 0.431649
6.329303, 0.431536
6.326725, 0.431391
6.324470, 0.431278
6.321893, 0.431166
6.320604, 0.431005
6.318026, 0.430892
6.316093, 0.430779
6.312871, 0.430650
6.311260, 0.430505
6.308683, 0.430376
6.307072, 0.430296
6.304817, 0.430167
6.302561, 0.430006
6.300306, 0.429909
6.298051, 0.429796
6.295795, 0.429651
6.293540, 0.429522
6.291607, 0.429410
6.288707, 0.429265
6.287096, 0.429168
6.284841, 0.429039
6.281941, 0.428910
6.280330, 0.428765
6.277753, 0.428653
6.275175, 0.428459
6.272598, 0.428427
6.271309, 0.428282
6.268409, 0.428121
6.266798, 0.427992
6.264221, 0.427847
6.262287, 0.427718
6.259710, 0.427557
6.257777, 0.427460
6.255199, 0.427332
6.253266, 0.427187
6.250366, 0.427058
6.248433, 0.426945
6.245856, 0.426800
6.244567, 0.426671
6.242312, 0.426542
6.240056, 0.426413
6.237479, 0.426236
6.235546, 0.426091
6.233613, 0.425978
6.230713, 0.425866
6.228135, 0.425704
6.226847, 0.425624
6.224269, 0.425447
6.222014, 0.425334
6.219436, 0.425221
6.218148, 0.425108
6.214926, 0.424979
6.212993, 0.424835
6.210737, 0.424625
6.208482, 0.424577
6.207193, 0.424432
6.204616, 0.424287
6.202038, 0.424142
6.199461, 0.423997
6.197527, 0.423852
6.195272, 0.423723
6.193017, 0.423594
6.190761, 0.423465
6.188506, 0.423320
6.185929, 0.423175
6.183029, 0.423046
6.181740, 0.422901
6.179807, 0.422756
6.177552, 0.422644
6.175619, 0.422466
6.172719, 0.422337
6.170786, 0.422225
6.168208, 0.422096
6.165953, 0.421903
6.164020, 0.421806
6.161764, 0.421677
6.159509, 0.421532
6.157576, 0.421371
6.155321, 0.421242
6.152743, 0.421097
6.150810, 0.420984
6.148232, 0.420839
6.145655, 0.420694
6.144044, 0.420533
6.141789, 0.420420
6.139211, 0.420243
6.137600, 0.420114
6.135989, 0.419969
6.132445, 0.419857
6.130190, 0.419744
6.128579, 0.419583
6.126646, 0.419470
6.124068, 0.419277
6.121491, 0.419164
6.119558, 0.419019
6.117302, 0.418890
6.115047, 0.418745
6.113436, 0.418568
6.110214, 0.418471
6.107959, 0.418294
6.106026, 0.418213
6.104093, 0.418004
6.101515, 0.417891
6.099582, 0.417730
6.096682, 0.417585
6.094749, 0.417456
6.092816, 0.417295
6.090238, 0.417215
6.087983, 0.417021
6.086050, 0.416892
6.083150, 0.416731
6.081862, 0.416586
6.079606, 0.416457
6.077029, 0.416280
6.074773, 0.416151
6.072840, 0.416055
6.070263, 0.415910
6.068007, 0.415733
6.066396, 0.415588
6.063497, 0.415475
6.061564, 0.415346
6.058986, 0.415185
6.056731, 0.415056
6.054475, 0.414863
6.052542, 0.414798
6.050287, 0.414589
6.048032, 0.414460
6.045776, 0.414331
6.043843, 0.414154
6.041266, 0.414073
6.039333, 0.413864
6.036111, 0.413767
6.034822, 0.413574
6.032567, 0.413445
6.029989, 0.413316
6.027089, 0.413187
6.025801, 0.413058
6.023545, 0.412897
6.020968, 0.412768
6.019679, 0.412639
6.016135, 0.412494
6.014524, 0.412333
6.011947, 0.412188
6.010013, 0.412027
6.007436, 0.411898
6.005181, 0.411753
6.003570, 0.411608
6.001636, 0.411415
5.998737, 0.411302
5.996159, 0.411141
5.994226, 0.410996
5.992293, 0.410867
5.989715, 0.410690
5.987782, 0.410561
5.985205, 0.410368
5.982950, 0.410255
5.981339, 0.410126
5.979083, 0.409965
5.976506, 0.409804
5.974250, 0.409691
5.971995, 0.409514
5.969740, 0.409385
5.967162, 0.409240
5.965229, 0.409111
5.963296, 0.408950
5.961041, 0.408773
5.959108, 0.408612
5.956530, 0.408483
5.954919, 0.408322
5.951697, 0.408177
5.950086, 0.408000
5.947509, 0.407887
5.945576, 0.407726
5.942676, 0.407613
5.940743, 0.407468
5.938810, 0.407307
5.936232, 0.407178
5.934299, 0.407001
5.931399, 0.406872
5.929466, 0.406695
5.927211, 0.406550
5.925278, 0.406437
5.923345, 0.406244
5.921089, 0.406099
5.918190, 0.405938
5.916901, 0.405809
5.914323, 0.405616
5.912068, 0.405487
5.909813, 0.405326
5.906913, 0.405165
5.904980, 0.405020
5.903047, 0.404891
5.900791, 0.404713
5.898214, 0.404552
5.896603, 0.404407
5.894025, 0.404278
5.891770, 0.404134
5.889515, 0.403956
5.886937, 0.403811
5.885004, 0.403682
5.882749, 0.403505
5.881138, 0.403360
5.877916, 0.403231
5.876305, 0.403070
5.873728, 0.402893
5.871150, 0.402748
5.869539, 0.402603
5.867284, 0.402474
5.864384, 0.402329
5.862129, 0.402168
5.860518, 0.402023
5.858262, 0.401862
5.856329, 0.401733
5.853752, 0.401604
5.851497, 0.401443
5.849563, 0.401250
5.846986, 0.401137
5.844408, 0.400976
5.842797, 0.400831
5.840220, 0.400702
5.838609, 0.400525
5.835709, 0.400316
5.834098, 0.400219
5.832487, 0.400074
5.829266, 0.399977
5.826044, 0.399800
5.824755, 0.399607
5.822822, 0.399494
5.820244, 0.399365
5.818311, 0.399204
5.816056, 0.399043
5.813800, 0.398898
5.811223, 0.398737
5.809290, 0.398608
5.806712, 0.398447
5.804457, 0.398318
5.802524, 0.398157
5.800591, 0.398012
5.797691, 0.397819
5.795436, 0.397690
5.793825, 0.397496
5.791247, 0.397367
5.788992, 0.397255
5.787059, 0.397061
5.784481, 0.396932
5.782870, 0.396771
5.780615, 0.396610
5.778360, 0.396433
5.776104, 0.396304
5.773205, 0.396143
5.770949, 0.395966
5.769016, 0.395869
5.767083, 0.395692
5.764828, 0.395531
5.761928, 0.395386
5.759995, 0.395257
5.758062, 0.395096
5.755484, 0.394951
5.752907, 0.394758
5.751296, 0.394597
5.749041, 0.394435
5.747752, 0.394307
5.744530, 0.394178
5.742275, 0.393984
5.739697, 0.393856
5.737764, 0.393678
5.735831, 0.393517
5.733253, 0.393372
5.730998, 0.393211
5.729065, 0.393002
5.726487, 0.392857
5.724232, 0.392744
5.722299, 0.392551
5.719721, 0.392390
5.717466, 0.392228
5.716177, 0.392067
5.712633, 0.391890
5.710700, 0.391745
5.708767, 0.391616
5.706834, 0.391455
5.704256, 0.391278
5.702001, 0.391149
5.700390, 0.390972
5.697168, 0.390811
5.695557, 0.390601
5.693302, 0.390505
5.691047, 0.390328
5.688791, 0.390150
5.686214, 0.389989
5.684603, 0.389844
5.682348, 0.389683
5.679770, 0.389554
5.677515, 0.389377
5.674937, 0.389216
5.673004, 0.389071
5.670749, 0.388926
5.669138, 0.388749
5.666883, 0.388588
5.664305, 0.388443
5.662372, 0.388265
5.659794, 0.388137
5.657539, 0.387976
5.655606, 0.387782
5.653351, 0.387637
5.651418, 0.387492
5.648196, 0.387379
5.646585, 0.387154
5.643685, 0.386977
5.641752, 0.386848
5.639819, 0.386655
5.637241, 0.386526
5.635308, 0.386332
5.633053, 0.386187
5.630475, 0.386010
5.628542, 0.385865
5.626287, 0.385704
5.624032, 0.385543
5.621454, 0.385382
5.619843, 0.385221
5.617266, 0.385108
5.614688, 0.384899
5.612755, 0.384737
5.610500, 0.384576
5.608244, 0.384431
5.605989, 0.384254
5.603734, 0.384093
5.602445, 0.383932
5.599545, 0.383819
5.597612, 0.383642
5.595679, 0.383449
5.593102, 0.383304
5.590846, 0.383175
5.587624, 0.383014
5.586658, 0.382869
5.583758, 0.382708
5.581825, 0.382547
5.579247, 0.382402
5.577636, 0.382224
5.574737, 0.382063
5.573126, 0.381902
5.570226, 0.381725
5.567971, 0.381548
5.566038, 0.381371
5.563782, 0.381242
5.561527, 0.381048
5.559272, 0.380887
5.557016, 0.380742
5.554761, 0.380613
5.552184, 0.380404
5.549928, 0.380275
5.547673, 0.380098
5.546384, 0.379937
5.543485, 0.379792
5.541551, 0.379615
5.539296, 0.379454
5.537041, 0.379309
5.534785, 0.379164
5.533175, 0.378970
5.530275, 0.378793
5.528342, 0.378664
5.525442, 0.378487
5.524153, 0.378342
5.521254, 0.378197
5.518998, 0.378004
5.516421, 0.377843
5.514165, 0.377698
5.512232, 0.377536
5.509977, 0.377375
5.508044, 0.377246
5.505789, 0.377085
5.503211, 0.376924
5.501922, 0.376731
5.499667, 0.376570
5.497090, 0.376441
5.495156, 0.376296
5.491935, 0.376103
5.490324, 0.375974
5.487746, 0.375813
5.484846, 0.375636
5.483558, 0.375491
5.481302, 0.375329
5.479047, 0.375168
5.476792, 0.375039
5.474214, 0.374894
5.472281, 0.374717
5.470026, 0.374540
5.468093, 0.374395
5.465837, 0.374218
5.463582, 0.374057
5.461649, 0.373896
5.459071, 0.373735
5.456816, 0.373573
5.454561, 0.373396
5.452305, 0.373267
5.449728, 0.373106
5.448117, 0.372961
5.445862, 0.372784
5.443606, 0.372607
5.441673, 0.372478
5.438451, 0.372269
5.436518, 0.372108
5.434907, 0.371930
5.431685, 0.371818
5.429752, 0.371640
5.427819, 0.371479
5.425242, 0.371350
5.423953, 0.371157
5.421375, 0.371012
5.418476, 0.370867
5.416220, 0.370674
5.414609, 0.370545
5.412354, 0.370368
5.410421, 0.370207
5.407844, 0.370045
5.405266, 0.369868
5.402366, 0.369723
5.401078, 0.369562
5.398822, 0.369417
5.396567, 0.369240
5.393667, 0.369111
5.392056, 0.368886
5.389479, 0.368741
5.387224, 0.368628
5.385290, 0.368435
5.382713, 0.368306
5.381102, 0.368145
5.378847, 0.367967
5.375947, 0.367806
5.373692, 0.367645
5.371759, 0.367452
5.370148, 0.367291
5.367892, 0.367130
5.365637, 0.366985
5.363382, 0.366856
5.360804, 0.366630
5.357904, 0.366501
5.356294, 0.366340
5.353394, 0.366163
5.351783, 0.366018
5.349850, 0.365841
5.347272, 0.365664
5.344695, 0.365519
5.342762, 0.365374
5.340828, 0.365180
5.338895, 0.365019
5.335996, 0.364874
5.334385, 0.364681
5.332129, 0.364536
5.330196, 0.364375
5.326974, 0.364294
5.325041, 0.364069
5.321819, 0.363940
5.320531, 0.363747
5.318275, 0.363602
5.316342, 0.363441
5.313443, 0.363247
5.311509, 0.363102
5.309254, 0.362941
5.306677, 0.362780
5.304744, 0.362635
5.302810, 0.362474
5.300877, 0.362281
5.297655, 0.362120
5.295722, 0.361958
5.293467, 0.361813
5.290889, 0.361636
5.289279, 0.361507
5.286701, 0.361346
5.284446, 0.361169
5.282190, 0.360976
5.280902, 0.360831
5.278324, 0.360686
5.275102, 0.360525
5.274136, 0.360364
5.271558, 0.360170
5.269303, 0.360009
5.267692, 0.359864
5.264470, 0.359735
5.262537, 0.359542
5.260604, 0.359349
5.257704, 0.359236
5.255771, 0.359059
5.253516, 0.358898
5.251583, 0.358737
5.249649, 0.358543
5.247072, 0.358382
5.244817, 0.358253
5.242884, 0.358092
5.240306, 0.357931
5.238373, 0.357786
5.235795, 0.357577
5.233862, 0.357464
5.231607, 0.357303
5.229674, 0.357142
5.227419, 0.356948
5.224519, 0.356771
5.222264, 0.356675
5.220330, 0.356497
5.218075, 0.356336
5.216142, 0.356127
5.213242, 0.355998
5.211631, 0.355853
5.209054, 0.355660
5.206799, 0.355499
5.204221, 0.355354
5.202610, 0.355176
5.200033, 0.355080
5.197777, 0.354902
5.195522, 0.354741
5.193589, 0.354548
5.191334, 0.354403
5.188756, 0.354210
5.186823, 0.354065
5.185212, 0.353936
5.182957, 0.353694
5.179413, 0.353598
5.177802, 0.353420
5.175224, 0.353275
5.173935, 0.353114
5.171036, 0.352921
5.168458, 0.352760
5.166525, 0.352615
5.164270, 0.352470
5.162337, 0.352277
5.160081, 0.352099
5.157182, 0.351971
5.155571, 0.351809
5.152993, 0.351664
5.151382, 0.351487
5.149127, 0.351310
5.146550, 0.351165
5.143972, 0.351004
5.142683, 0.350859
5.139784, 0.350698
5.137850, 0.350537
5.135273, 0.350360
5.133018, 0.350215
5.131407, 0.350053
5.128185, 0.349925
5.125930, 0.349747
5.124319, 0.349570
5.122063, 0.349441
5.119808, 0.349248
5.117553, 0.349055
5.115620, 0.348894
5.113364, 0.348733
5.110465, 0.348555
5.108854, 0.348378
5.106276, 0.348233
5.103699, 0.348072
5.101443, 0.347943
5.099510, 0.347750
5.097899, 0.347605
5.095322, 0.347379
5.093711, 0.347234
5.090167, 0.347138
5.088878, 0.346960
5.086945, 0.346799
5.084045, 0.346606
5.081468, 0.346461
5.080179, 0.346300
5.076957, 0.346155
5.075024, 0.345994
5.072124, 0.345849
5.070513, 0.345639
5.068258, 0.345478
5.066325, 0.345285
5.063747, 0.345156
5.062137, 0.345060
5.059237, 0.344850
5.056982, 0.344673
5.055371, 0.344528
5.052793, 0.344383
5.050860, 0.344190
5.048283, 0.344029
5.046349, 0.343900
5.044094, 0.343739
5.041517, 0.343561
5.039583, 0.343368
5.037328, 0.343223
5.034751, 0.343062
5.032818, 0.342885
5.030240, 0.342724
5.027985, 0.342530
5.026052, 0.342369
5.023796, 0.342240
5.022185, 0.342111
5.018963, 0.341934
5.016708, 0.341725
5.014453, 0.341564
5.012520, 0.341419
5.011231, 0.341225
5.008331, 0.341064
5.006076, 0.340919
5.003176, 0.340758
5.001565, 0.340597
4.999954, 0.340452
4.997055, 0.340275
4.995444, 0.340114
4.992544, 0.339969
4.990611, 0.339759
4.987389, 0.339615
4.985134, 0.339437
4.983523, 0.339292
4.981268, 0.339147
4.979657, 0.338986
4.977079, 0.338841
4.974180, 0.338648
4.971924, 0.338503
4.969991, 0.338342
4.968058, 0.338197
4.966447, 0.338004
4.963547, 0.337875
4.961292, 0.337697
4.959037, 0.337504
4.956781, 0.337391
4.954848, 0.337230
4.952593, 0.337037
4.950660, 0.336876
4.948082, 0.336747
4.945827, 0.336554
4.943572, 0.336393
4.941316, 0.336232
4.938739, 0.336103
4.936806, 0.335909
4.934551, 0.335748
4.932617, 0.335587
4.930684, 0.335458
4.928429, 0.335265
4.925529, 0.335088
4.923596, 0.334878
4.921663, 0.334766
4.919086, 0.334604
4.916186, 0.334427
4.914575, 0.334282
4.911675, 0.334105
4.910064, 0.333976
4.907809, 0.333799
4.905876, 0.333670
4.903298, 0.333493
4.900721, 0.333300
4.898466, 0.333155
4.896210, 0.332961
4.894599, 0.332832
4.892022, 0.332639
4.889767, 0.332494
4.887511, 0.332333
4.886223, 0.332140
4.883645, 0.332011
4.880745, 0.331882
4.879134, 0.331673
4.876557, 0.331511
4.874624, 0.331350
4.872691, 0.331157
4.869791, 0.331044
4.867858, 0.330867
4.865280, 0.330722
4.863025, 0.330545
4.860770, 0.330384
4.858192, 0.330207
4.856259, 0.330062
4.854326, 0.329884
4.852393, 0.329772
4.849493, 0.329562
4.848205, 0.329401
4.844983, 0.329240
4.843694, 0.329079
4.840794, 0.328934
4.839506, 0.328757
4.836284, 0.328579
4.834028, 0.328418
4.832095, 0.328257
4.829518, 0.328112
4.827585, 0.327935
4.825007, 0.327758
4.823074, 0.327629
4.820496, 0.327452
4.818563, 0.327275
4.816630, 0.327097
4.813731, 0.326936
4.811797, 0.326775
4.809864, 0.326646
4.807287, 0.326469
4.805032, 0.326292
4.803098, 0.326163
4.800843, 0.325986
4.798910, 0.325841
4.796010, 0.325664
4.794399, 0.325470
4.791178, 0.325309
4.789889, 0.325132
4.786989, 0.324987
4.785700, 0.324794
4.783123, 0.324649
4.780868, 0.324520
4.778290, 0.324310
4.776679, 0.324149
4.773135, 0.324037
4.772169, 0.323859
4.769269, 0.323682
4.767658, 0.323537
4.765403, 0.323360
4.762503, 0.323183
4.760248, 0.323038
4.758315, 0.322845
4.756059, 0.322716
4.753804, 0.322555
4.751871, 0.322361
4.749615, 0.322184
4.747360, 0.322007
4.745427, 0.321910
4.742850, 0.321701
4.740594, 0.321572
4.738661, 0.321427
4.735439, 0.321201
4.733828, 0.321024
4.731573, 0.320863
4.729640, 0.320702
4.727385, 0.320573
4.725774, 0.320396
4.722874, 0.320235
4.720619, 0.320041
4.718363, 0.319896
4.715786, 0.319751
4.713531, 0.319574
4.711597, 0.319413
4.709342, 0.319268
4.707409, 0.319075
4.705154, 0.318930
4.702576, 0.318785
4.700321, 0.318624
4.698066, 0.318463
4.695810, 0.318286
4.693877, 0.318157
4.691300, 0.317996
4.689044, 0.317818
4.686789, 0.317706
4.684534, 0.317496
4.681956, 0.317335
4.680990, 0.317174
4.678412, 0.317013
4.676479, 0.316852
4.673580, 0.316675
4.671646, 0.316513
4.669391, 0.316320
4.666491, 0.316175
4.664880, 0.316030
4.662303, 0.315869
4.660692, 0.315692
4.657470, 0.315515
4.655537, 0.315370
4.653282, 0.315176
4.650704, 0.315015
4.649093, 0.314822
4.647160, 0.314693
4.644583, 0.314516
4.642972, 0.314387
4.640072, 0.314242
4.638139, 0.314049
4.635239, 0.313855
4.633306, 0.313710
4.631051, 0.313549
4.629440, 0.313372
4.626863, 0.313179
4.624607, 0.313018
4.622352, 0.312857
4.620419, 0.312696
4.617841, 0.312534
4.616230, 0.312341
4.613653, 0.312180
4.611075, 0.312003
4.609464, 0.311842
4.606243, 0.311681
4.604954, 0.311520
4.601732, 0.311342
4.599799, 0.311197
4.597544, 0.310972
4.595610, 0.310811
4.593033, 0.310666
4.591100, 0.310489
4.589167, 0.310327
4.586911, 0.310166
4.584334, 0.309973
4.582079, 0.309764
4.579823, 0.309619
4.577568, 0.309458
4.574991, 0.309248
4.573057, 0.309103
4.570802, 0.308878
4.568225, 0.308733
4.566614, 0.308539
4.563714, 0.308378
4.562103, 0.308201
4.559526, 0.308024
4.556948, 0.307830
4.555337, 0.307621
4.553082, 0.307444
4.551149, 0.307267
4.548893, 0.307106
4.546638, 0.306912
4.544061, 0.306735
4.541805, 0.306542
4.539228, 0.306365
4.537617, 0.306203
4.535039, 0.306042
4.533106, 0.305897
4.530851, 0.305640
4.528274, 0.305478
4.526340, 0.305317
4.524085, 0.305092
4.521830, 0.304947
4.519897, 0.304754
4.517641, 0.304576
4.515064, 0.304415
4.512809, 0.304206
4.510553, 0.304045
4.508620, 0.303851
4.506365, 0.303658
4.504754, 0.303449
4.502177, 0.303288
4.499277, 0.303127
4.497344, 0.302885
4.494766, 0.302740
4.493155, 0.302563
4.490578, 0.302353
4.488323, 0.302192
4.486389, 0.302047
4.484456, 0.301838
4.481557, 0.301677
